image_path,label,temp,hum,gas,color_r,color_g,color_b
split_dataset\train\FreshApple\freshApple (178).jpg,0,24.915844995048698,56.24566745451006,58.09024063386338,180.43994959075025,157.55663045555616,138.2460074843833
split_dataset\train\FreshApple\freshApple (180).jpg,0,25.115774338544625,50.710379288623436,57.76160039384662,171.51549490705958,138.81266121148923,112.17142939807755
split_dataset\train\FreshApple\freshApple (182).jpg,0,21.181652113153966,54.85384974822576,45.140970423339425,173.83373543021403,169.42819163645254,128.89674731139834
split_dataset\train\FreshApple\freshApple (183).jpg,0,23.25899859010273,60.48494799778405,72.23108457103825,186.8225233902548,191.4863531053644,122.55840841050693
split_dataset\train\FreshApple\freshApple (184).jpg,0,22.997671120152088,56.74410270268166,54.21771339881253,178.3653225091251,172.63153981130617,98.16830087578987
split_dataset\train\FreshApple\freshApple (185).jpg,0,24.638621985460727,54.28540959727571,61.80691428367452,191.46114552554027,180.63495038367407,111.56595558513715
split_dataset\train\FreshApple\freshApple (186).jpg,0,23.169988769468482,54.91795638283379,78.58584723649656,201.24661523085095,127.10087579001356,114.72949812090032
split_dataset\train\FreshApple\freshApple (188).jpg,0,22.044833454564884,53.56565485160247,53.69518013504744,194.38847773259496,151.32793816062937,154.77046938922985
split_dataset\train\FreshApple\freshApple (189).jpg,0,22.424197634855325,57.90235454238391,59.49475712097036,190.9639541178089,176.99921375255025,145.58095439714944
split_dataset\train\FreshApple\freshApple (192).jpg,0,23.25035423147935,51.51780463666049,84.37643649031236,211.71916200162772,145.13596079888345,127.88691944806969
split_dataset\train\FreshApple\freshApple (193).jpg,0,25.029700159914654,55.910574909441536,93.2438411939944,198.5929371688548,177.78664427884488,123.26885685644054
split_dataset\train\FreshApple\freshApple (194).jpg,0,23.589468903450772,51.937726659923634,76.71281159121526,196.7267157733664,176.7937583890951,119.83075977352907
split_dataset\train\FreshApple\freshApple (195).jpg,0,21.45852356817971,56.45968329807636,46.97346078763121,211.7790991366955,206.36005367188253,99.31831285653098
split_dataset\train\FreshApple\freshApple (196).jpg,0,23.986637351053183,60.60954495482135,81.84239692238862,187.34346196787502,156.11529836938723,124.7025548696873
split_dataset\train\FreshApple\freshApple (197).jpg,0,21.343904038618234,58.07304778295138,40.662762574000276,205.61644950697215,176.39230998859634,121.50190395079198
split_dataset\train\FreshApple\freshApple (198).jpg,0,23.914272310854248,56.79849646532048,63.916720427434264,209.53056817636892,199.26218628144903,109.3368156356954
split_dataset\train\FreshApple\freshApple (199).jpg,0,22.07397962866131,57.69595825556712,61.46771937328724,164.79968308905296,156.22961708264802,158.02597557902544
split_dataset\train\FreshApple\freshApple (201).jpg,0,21.707808924380092,51.13705921373694,40.078542739662005,198.12963817220714,175.01531772630796,125.42523810898561
split_dataset\train\FreshApple\freshApple (202).jpg,0,23.37948391533146,54.97185690379248,56.851584814067365,185.3103166124842,182.44411238412047,115.72974347234269
split_dataset\train\FreshApple\freshApple (203).jpg,0,21.724973255567523,55.42482721325314,68.12543985871383,190.17891916450344,230.6182414722141,110.46398170265506
split_dataset\train\FreshApple\freshApple (205).jpg,0,24.30164944273123,55.685035547472886,42.798476172845085,199.71721138672447,151.54559133464636,97.65044344472493
split_dataset\train\FreshApple\freshApple (207).jpg,0,22.325336372825014,50.683986546463764,56.2990261900491,202.4450276149169,150.19600559510985,134.07245060781995
split_dataset\train\FreshApple\freshApple (208).jpg,0,23.194990026688572,51.524191557780995,77.73022667205387,201.37765844003698,200.84778165514396,142.55936434076088
split_dataset\train\FreshApple\freshApple (209).jpg,0,20.92159339267905,54.259846347125794,51.7789184955952,199.9477349669843,126.39539113000305,120.72564112407258
split_dataset\train\FreshApple\freshApple (210).jpg,0,22.419772616307494,51.25514647798395,69.14409322013964,158.0416264948829,174.94467321568905,139.55162454617738
split_dataset\train\FreshApple\freshApple (212).jpg,0,21.702096570212177,48.805344022444956,76.60132376475319,170.24375007064154,146.10605536582472,142.7249228389213
split_dataset\train\FreshApple\freshApple (216).jpg,0,23.927756572939884,55.32371038585523,68.28936693262945,197.25061326841694,170.7905284029766,137.3286949516627
split_dataset\train\FreshApple\freshApple (217).jpg,0,24.419992098413587,58.81356029991759,76.45908824307071,179.03542321509534,164.07394396447708,129.1091834646183
split_dataset\train\FreshApple\freshApple (218).jpg,0,22.520090714264274,51.70156303923472,70.3260290089008,191.32969482753256,152.03615134130314,122.1201397363443
split_dataset\train\FreshApple\freshApple (219).jpg,0,22.046077374433715,45.898741768929554,91.2590073321257,226.71467470249485,156.9498725499748,107.46441291876293
split_dataset\train\FreshApple\freshApple (220).jpg,0,23.817382517913003,53.500736992292275,46.36297447757491,210.22779452702358,167.77115559291695,118.92736086905454
split_dataset\train\FreshApple\freshApple (221).jpg,0,23.166452611657288,52.61377135930641,84.11749857365842,195.61797147754993,166.27381966326652,144.99769404844153
split_dataset\train\FreshApple\freshApple (223).jpg,0,23.554681268596397,54.24804992270605,48.39347078503787,206.83820472290466,150.22030651513163,120.03042496191671
split_dataset\train\FreshApple\freshApple (225).jpg,0,23.25995373639504,60.41450498710208,56.8933869086805,207.30227709122968,185.46313894266603,113.74096562914164
split_dataset\train\FreshApple\freshApple (229).jpg,0,22.724995486242968,52.6952220651729,77.01460929915162,170.1786412965902,176.0112192713892,108.30172786077246
split_dataset\train\FreshApple\freshApple (230).jpg,0,21.75589105761136,54.09706563214776,85.58621206941265,165.3990226163946,169.02781882528924,108.1839923542161
split_dataset\train\FreshApple\freshApple (231).jpg,0,21.865949980422613,53.10054155916539,76.55483551028581,168.13355823590948,144.53837231473946,127.66952260477692
split_dataset\train\FreshApple\freshApple (233).jpg,0,24.521004153760195,55.22965405367897,77.16983460776244,214.48256993454112,149.17138272335296,116.78940061405903
split_dataset\train\FreshApple\freshApple (235).jpg,0,22.253638334365505,62.74990450754936,65.097660547397,189.77547694457294,177.14990339387685,121.70743325761121
split_dataset\train\FreshApple\freshApple (238).jpg,0,24.14281463491355,58.39839049492495,55.1862910182938,174.9576574033828,147.06616783039073,115.77826313256374
split_dataset\train\FreshApple\freshApple (239).jpg,0,24.638736708814626,51.2484983987224,100.38260896509237,203.60769488087013,124.59189786813609,164.65871035549367
split_dataset\train\FreshApple\freshApple (240).jpg,0,22.433345455026114,51.21457714633718,58.75129631695287,152.8012788924933,151.41026134110206,125.18058310112286
split_dataset\train\FreshApple\freshApple (241).jpg,0,23.930976448674883,49.89500243018483,64.2281786302665,207.66821592552026,178.6264707990697,115.50512460603606
split_dataset\train\FreshApple\freshApple (242).jpg,0,23.12663953877924,56.73313130787575,77.2689309515504,155.45703263342594,172.96818814165476,108.25131991512536
split_dataset\train\FreshApple\freshApple (243).jpg,0,23.357060752374696,58.28273847089594,77.39745778360344,196.89541058348902,192.910583469571,143.69406303331488
split_dataset\train\FreshApple\freshApple (244).jpg,0,21.136964654605414,45.871731290050235,46.406868338548875,227.02163661098143,201.935801990476,123.68526958601578
split_dataset\train\FreshApple\freshApple (246).jpg,0,25.01270959814194,59.803809625343526,76.80769655708215,189.60641811698284,157.39980524832595,150.27460403809556
split_dataset\train\FreshApple\freshApple (248).jpg,0,22.486762180447556,58.14654201635287,57.71997549483268,170.36349827990853,152.35031142712313,121.11315736574876
split_dataset\train\FreshApple\freshApple (249).jpg,0,21.14332706559328,53.22804715521529,73.8213380707086,175.3955527158962,184.90081760605355,97.14948601142454
split_dataset\train\FreshApple\freshApple (250).jpg,0,23.64325882152477,57.09637729437677,58.33262373630587,175.2922479164976,142.91786387662245,111.04497226647347
split_dataset\train\FreshApple\freshApple (251).jpg,0,23.34211100692219,51.66773748049823,44.694489185064185,235.50251830020775,141.97463992837663,125.10878023348526
split_dataset\train\FreshApple\freshApple (252).jpg,0,22.98719094993764,53.91170308609821,58.45031087015228,179.3367377987444,199.80062197563086,114.09984754550209
split_dataset\train\FreshApple\freshApple (253).jpg,0,22.666067236272422,54.476352612676095,44.87192637228888,199.16293280313303,193.93271001424114,125.36410164948742
split_dataset\train\FreshApple\freshApple (254).jpg,0,23.12051319309582,56.889143480719156,74.66465051304695,172.4640343750258,179.6489547561376,104.35392007738807
split_dataset\train\FreshApple\freshApple (257).jpg,0,22.499329867968925,51.91145226702017,61.61544108312775,174.1484062608462,176.155789556727,115.51070935662462
split_dataset\train\FreshApple\freshApple (258).jpg,0,22.1221006395422,56.4787882259809,49.96379499799822,214.27387299907485,150.00486496795085,130.0634237444692
split_dataset\train\FreshApple\freshApple (259).jpg,0,21.825536520841645,60.460964837354716,44.055885282232936,229.04370738864128,155.8371275090335,125.69496401756258
split_dataset\train\FreshApple\freshApple (262).jpg,0,23.048156628737424,54.412785285117884,73.0889273546606,199.39212349615477,176.31835631922863,107.41354981354922
split_dataset\train\FreshApple\freshApple (263).jpg,0,22.183928539637076,53.41470302247305,63.04755282157577,204.706993127006,168.26062452800653,114.67874551162916
split_dataset\train\FreshApple\freshApple (264).jpg,0,24.394944705389914,53.14158868817585,81.58023733942447,194.93364337864188,181.59954760071594,96.01032013322855
split_dataset\train\FreshApple\freshApple (265).jpg,0,23.924014876872626,54.84622646314456,72.70911809589575,164.89962945599004,163.34380852481044,139.00941711948633
split_dataset\train\FreshApple\freshApple (266).jpg,0,21.088456017465873,54.87805337841851,68.5368056121532,192.891782325912,145.0235650094557,131.82233435902958
split_dataset\train\FreshApple\freshApple (268).jpg,0,23.613078426918158,53.56310842989328,64.88976689894382,189.15022202598442,139.93643587614295,122.2486799735277
split_dataset\train\FreshApple\freshApple (270).jpg,0,23.183220217471064,59.111926810970445,53.0256043778969,194.38928296663258,170.6480816704326,125.49480419102704
split_dataset\train\FreshApple\freshApple (271).jpg,0,20.927537615003292,55.94768543776117,59.989916315834286,213.05784691063104,185.71515746962731,92.82289754733159
split_dataset\train\FreshApple\freshApple (272).jpg,0,21.00670188022568,54.3102428155007,54.853502818933,196.81340129267437,149.02654634951057,140.5780569531242
split_dataset\train\FreshApple\freshApple (273).jpg,0,23.869947098526175,56.40994284542224,76.93735166230715,199.39621020826482,170.04444723776908,96.48837506593304
split_dataset\train\FreshApple\freshApple (276).jpg,0,23.686913077614673,56.951256462723684,72.2031609039718,179.3516605329208,183.79249539080146,116.42705668253984
split_dataset\train\FreshApple\freshApple (277).jpg,0,23.40852370685356,56.41514210635743,57.90808820537617,192.18368396518514,167.1529159839239,101.33171448597716
split_dataset\train\FreshApple\freshApple (278).jpg,0,23.599104607694724,54.90246001364296,53.69518534349022,206.0768094897925,172.71039860515026,134.61419697282167
split_dataset\train\FreshApple\freshApple (280).jpg,0,22.40810186651997,58.3129927150137,63.76961434734721,176.45613201338173,169.59474998463895,128.17931041923154
split_dataset\train\FreshApple\freshApple (281).jpg,0,24.128318851298626,53.40029025751838,63.28141898134025,198.92708706456605,191.52012311928158,120.69179391128652
split_dataset\train\FreshApple\freshApple (282).jpg,0,21.238223959092274,53.35278855797133,108.09793864538031,160.98108575062528,166.53148471022772,115.54767826091773
split_dataset\train\FreshApple\freshApple (284).jpg,0,22.719729840611535,58.350144498628,82.72211462843165,218.3424927125728,181.5252933786394,115.7109788050725
split_dataset\train\FreshApple\freshApple (286).jpg,0,22.151249442943538,55.65042580865035,80.99777264475685,177.90753886879645,155.22976598379918,112.32853891554655
split_dataset\train\FreshApple\freshApple (287).jpg,0,23.463114630003343,54.177638886727145,71.89022253107944,234.70325237249244,168.92995999891366,123.248658382959
split_dataset\train\FreshApple\freshApple (288).jpg,0,25.29156950053302,57.56536486910767,68.10707427520718,225.14190965408162,155.17018248075536,119.45553542737912
split_dataset\train\FreshApple\freshApple (289).jpg,0,23.66412589366791,52.00359850942541,53.50956501668545,220.9226422349781,169.49325784427543,142.5352832597535
split_dataset\train\FreshApple\freshApple (291).jpg,0,21.037577277923415,52.19046168368056,81.7429990300315,159.73877459554964,156.03968693501446,135.14293298764784
split_dataset\train\FreshApple\freshApple (293).jpg,0,25.231449099403356,50.31393101740321,38.56917171038619,190.8532083424593,176.0294255217317,123.99479565301746
split_dataset\train\FreshApple\freshApple (294).jpg,0,23.27946007156777,48.76939990189738,77.62920570717776,202.29843121780365,181.3224734759321,139.9992826819094
split_dataset\train\FreshApple\freshApple (295).jpg,0,24.582428515188173,56.01067683832914,68.4035714440812,201.18249272434446,142.87787147456197,121.70221662544647
split_dataset\train\FreshApple\freshApple (297).jpg,0,21.77483463848622,53.12911208951621,95.05489938915562,183.43676365715325,181.52440357363045,138.47137071070347
split_dataset\train\FreshApple\freshApple (301).jpg,0,23.957811997671357,48.41665417825749,70.23038446390011,192.8396889730187,167.42825813510854,115.35454074473564
split_dataset\train\FreshApple\freshApple (302).jpg,0,24.201875342059786,56.29796176395595,80.01855003250208,198.7956267860774,133.7211250927263,140.34679281088066
split_dataset\train\FreshApple\freshApple (303).jpg,0,22.049091123310152,61.505291353217174,72.23173542907313,196.0999930109826,150.52183258670908,93.11713901044976
split_dataset\train\FreshApple\freshApple (304).jpg,0,23.163852679168624,57.080232567867455,37.635401660864986,196.31909137476148,179.62768465101027,138.8141690374505
split_dataset\train\FreshApple\freshApple (305).jpg,0,23.96215665083795,50.383034126427695,72.00668007918448,216.27765985056467,189.36077689166987,101.21930662867251
split_dataset\train\FreshApple\freshApple (306).jpg,0,22.592477024698148,55.315113557342414,67.92945279240415,163.51765398454287,170.73388265185176,135.88833919940632
split_dataset\train\FreshApple\freshApple (309).jpg,0,23.741528911818342,56.40285251221906,57.52210197019968,188.57227057855215,167.083334803965,108.2000676215303
split_dataset\train\FreshApple\freshApple (310).jpg,0,23.189138314293835,52.298664433573535,63.65802180872248,192.75288643630512,190.04500031618204,107.67301977218227
split_dataset\train\FreshApple\freshApple (311).jpg,0,20.763758413043334,57.15156119593515,78.56671760350059,204.00015940443365,182.02041194750757,98.32647155370714
split_dataset\train\FreshApple\freshApple (312).jpg,0,23.827536906202212,60.47556761023503,52.91223851469611,160.59154769936313,190.22957283831488,130.15833565984371
split_dataset\train\FreshApple\freshApple (313).jpg,0,25.437154446563707,55.28224354254256,49.04456454606777,189.66775356044383,191.18384129691682,149.33398017219474
split_dataset\train\FreshApple\freshApple (314).jpg,0,23.830967177184185,55.82667259189915,28.359927143441915,190.89191392087568,140.65315527393997,140.31111767741083
split_dataset\train\FreshApple\freshApple (315).jpg,0,23.247106511406997,53.33012735460312,65.82205803714082,185.29450893420034,153.9249285437932,104.48399624235208
split_dataset\train\FreshApple\freshApple (316).jpg,0,21.97625700386811,54.98295632211912,51.86678771590259,179.08066969146736,177.6925399095208,110.41902687387268
split_dataset\train\FreshApple\freshApple (317).jpg,0,23.848404920474152,55.38206001969993,58.29508941941552,198.3002003595516,158.15925921390095,133.12761949526788
split_dataset\train\FreshApple\freshApple (319).jpg,0,22.296382074570126,48.41998762036389,95.99786123155599,195.051858499646,155.6512894837503,132.40768320999499
split_dataset\train\FreshApple\freshApple (426).png,0,20.660504700060418,58.2233918895772,97.93356094022367,179.39537689682837,169.04642853996273,144.3802874849405
split_dataset\train\FreshApple\freshApple (427).png,0,22.62487503206334,57.470250266203465,44.56710529775992,195.61617950065263,152.76059275322072,124.85588790773868
split_dataset\train\FreshApple\freshApple (428).png,0,23.339388051199833,52.40290632002627,71.48178313801884,152.38312317619085,185.29964781962067,118.58065027944964
split_dataset\train\FreshApple\freshApple (429).png,0,22.202755318006442,55.30904538832815,39.10911676420328,176.40678231229197,160.41985764600818,118.37711845092488
split_dataset\train\FreshApple\freshApple (431).png,0,20.929680230093837,56.625653902707576,68.96064082428262,169.2562088059655,158.60058850992212,122.47225497775713
split_dataset\train\FreshApple\freshApple (432).png,0,23.96597912255228,54.3493111885563,45.21349906818884,189.57523507488318,159.2857053837472,131.97937526487524
split_dataset\train\FreshApple\freshApple (433).png,0,23.11732727401993,50.47204158328422,67.47279177776377,216.09851538917803,163.09960280297676,157.22723623658416
split_dataset\train\FreshApple\freshApple (437).png,0,23.462183840508963,58.98354592084305,85.71512272806304,185.64993152718355,194.54008522644074,140.25077173919686
split_dataset\train\FreshApple\freshApple (438).png,0,22.831888359289007,51.38312891723299,37.03077366679403,188.26249058918555,186.02866540428204,127.88685878728761
split_dataset\train\FreshApple\freshApple (439).png,0,23.401740758382413,57.1441736699437,61.69096623298739,172.63219257014677,163.32554365473118,114.05024251969147
split_dataset\train\FreshApple\freshApple (440).png,0,22.103030715453585,56.451710591600225,72.14161475968301,227.17460850150078,147.9127709218189,117.0295356725977
split_dataset\train\FreshApple\freshApple (441).png,0,23.13199838402205,58.6774870911973,84.3803826140176,187.47616777212684,176.61555578067217,93.68263502109448
split_dataset\train\FreshApple\freshApple (443).png,0,20.843997620529773,53.009091661034354,66.31501110628389,188.4937395245775,129.68977543575892,101.72326750529827
split_dataset\train\FreshApple\freshApple (444).png,0,20.63048130991897,54.225404519883035,54.419146697824345,220.57990639879387,178.86410738534778,131.01542681762595
split_dataset\train\FreshApple\freshApple (445).png,0,23.41005701652179,54.585855157042566,81.5469552197199,160.47415739116232,194.1007385597265,128.2475877854974
split_dataset\train\FreshApple\freshApple (446).png,0,25.639894266321132,54.55170793449347,55.6338142760567,178.09362930865595,149.4193354222901,107.29479776681121
split_dataset\train\FreshApple\freshApple (447).png,0,21.95779475778497,51.8680258856974,43.2967608659452,159.69878981331038,172.2018611056341,134.77945139869934
split_dataset\train\FreshApple\freshApple (448).png,0,24.0968705105802,50.03302455327797,75.33724342696335,180.2306012622098,150.50168354905645,103.558626996629
split_dataset\train\FreshApple\freshApple (449).png,0,22.297472477550762,54.995240171810295,48.25938401490262,197.40279265716055,146.81696694061523,120.72575603874982
split_dataset\train\FreshApple\freshApple (450).png,0,22.392725805410766,54.30517028429533,77.08474942624109,233.73989578250968,166.67624254319915,133.89077903913244
split_dataset\train\FreshApple\freshApple (451).png,0,22.457046042897787,57.910867990599115,62.31974585243312,215.6492240636199,173.42219333705043,138.62656087417344
split_dataset\train\FreshApple\freshApple (452).png,0,23.238283243620977,56.03401457297365,62.17360883627806,206.4507003646255,175.23862443302394,96.38076380265002
split_dataset\train\FreshApple\freshApple (454).png,0,24.039136429623305,56.19142619062979,40.549879299768605,181.19468843105082,166.15573743541162,103.68299598304509
split_dataset\train\FreshApple\freshApple (457).png,0,23.341147405075684,51.68547029452389,79.88456056035301,216.15556252551994,144.09953418888674,94.59549997815715
split_dataset\train\FreshApple\freshApple (458).png,0,24.070727308419556,50.91190396682206,61.50446947840697,163.73549470980038,167.88206031625185,96.39034596670687
split_dataset\train\FreshApple\freshApple (460).png,0,24.073327153061978,50.662573633640655,67.49581677119104,188.03965582283217,175.80595995953686,116.87739160777744
split_dataset\train\FreshApple\freshApple (465).png,0,23.092402793133843,52.623119420921455,70.94477142235814,214.00318395310347,177.52370152059072,142.87656411602177
split_dataset\train\FreshApple\freshApple (466).png,0,22.66333834478625,56.03813244616242,85.46664492561526,196.7693632284917,186.70970525118815,113.25277844615319
split_dataset\train\FreshApple\freshApple (468).png,0,22.488470481196533,54.044832201841736,50.87988494855991,181.89340307947666,188.90789155999545,139.18087616647057
split_dataset\train\FreshApple\freshApple (469).png,0,23.396778923368494,56.99655283943844,68.95702448694972,201.99201347756443,164.61018149190468,123.0014662313954
split_dataset\train\FreshApple\freshApple (470).png,0,23.408972303451208,54.017696812294794,83.34160759590338,179.40413219233682,140.853672815668,113.66374965328235
split_dataset\train\FreshApple\freshApple (474).png,0,21.826105194064805,54.50399732814388,74.85532862624342,187.08876615834203,167.87245326058493,112.71648714554046
split_dataset\train\FreshApple\freshApple (475).png,0,24.43828038816111,55.51603120853518,55.11421767928735,164.28046356932907,160.26303441703425,132.8825319845941
split_dataset\train\FreshApple\freshApple (476).png,0,22.972091868806572,54.409824112974306,81.48375014625987,190.8307483151474,146.87777778256375,103.27095353172543
split_dataset\train\FreshApple\freshApple (479).png,0,19.813391031840176,54.4460834210008,44.40013724523343,174.2323956946887,203.56682343152937,114.86183888239343
split_dataset\train\FreshApple\freshApple (480).png,0,22.525778179781526,50.76386644816931,60.16544972314555,172.4843378976814,167.4349412461129,143.3509742200742
split_dataset\train\FreshApple\freshApple (481).png,0,24.25109203250076,52.89119911102127,22.674012988877585,181.91204132579583,159.62415476830247,133.88663001588196
split_dataset\train\FreshApple\freshApple (482).png,0,23.11861312301817,61.1010071432227,67.8964626402412,164.80826863340764,165.73597582825747,146.5610332627231
split_dataset\train\FreshApple\freshApple (483).png,0,22.529099121311184,49.922834889706635,57.82586042841361,204.3184381192442,182.95668252634005,114.39840671480688
split_dataset\train\FreshApple\freshApple (484).png,0,23.354400487044046,56.38251040529105,80.1777253656856,187.1787291172269,173.32198601885665,131.0910028795418
split_dataset\train\FreshApple\freshApple (485).png,0,22.22046896131505,54.23445500116588,99.18265232103644,188.10256980089358,167.49774556390793,135.08783193972116
split_dataset\train\FreshApple\freshApple (486).png,0,23.981777441633714,56.439904193371966,74.10451357744604,212.47995693532155,159.42525938501328,127.7661316165223
split_dataset\train\FreshApple\freshApple (488).png,0,25.31694625886178,54.720402626727996,64.34458316184094,170.9630353184078,143.57692956548317,122.89666544296351
split_dataset\train\FreshApple\freshApple (490).png,0,23.20159763633934,53.90311917198332,40.593031470604686,208.10725808660928,183.9154921997552,113.8606795153484
split_dataset\train\FreshApple\freshApple (492).png,0,23.610466797406346,53.6958658978204,82.35350826377619,187.7635425998783,152.83838796419792,122.66654358109345
split_dataset\train\FreshApple\freshApple (493).png,0,24.509240668155876,51.12537910009071,82.7783219120169,204.34578189991126,173.2699464937083,116.6140780619142
split_dataset\train\FreshApple\freshApple (494).png,0,23.453399559458944,51.82333396470664,87.28664877072055,172.63024147174502,169.44216424125383,110.21417070795906
split_dataset\train\FreshApple\freshApple (496).png,0,23.3782737971891,56.28193188564996,41.32167417937012,171.9986892261986,154.72673572234694,115.84266136273642
split_dataset\train\FreshApple\freshApple (497).png,0,21.49435259694582,57.62221240715514,80.53069386733276,184.581169103215,164.50151983880684,114.58345038293601
split_dataset\train\FreshApple\freshApple (499).png,0,23.818887543092607,63.52834370111475,69.07458644614576,186.86224354679695,179.32127824660304,132.789955964599
split_dataset\train\FreshApple\freshApple (500).png,0,24.230461609981038,54.382185231765995,90.43501408949865,178.54469632109817,160.95813838995997,114.78108084362167
split_dataset\train\FreshApple\freshApple (501).png,0,22.42125710911348,49.8475973347499,71.44374235361974,179.26193758378207,157.0948315679159,116.54189336243152
split_dataset\train\FreshApple\freshApple (502).png,0,21.169456684962473,52.52859517789952,35.31608088562561,203.8694076831886,165.27271363204989,112.18050870290136
split_dataset\train\FreshApple\freshApple (503).png,0,24.66676618926697,54.23720992080108,67.31901324855201,196.38834753273292,183.607936776014,134.97086004173383
split_dataset\train\FreshApple\freshApple (504).png,0,23.96353624516933,58.536439365054775,72.7394014610259,190.5375600362569,145.6177574743998,148.16279056296054
split_dataset\train\FreshApple\freshApple (505).png,0,23.769889428152357,55.220783172239095,48.30415178587838,167.5034993746458,190.1235599397141,139.58366471273908
split_dataset\train\FreshApple\freshApple (506).png,0,23.16144045433632,52.60730786204561,66.08313678361755,216.85805069872154,132.69515023501472,113.23890858653024
